日期,正常购电成本,紧急购电成本,紧急购电量,弃电量,日总成本,日初SOC,日终SOC,实际再调度电量
2025-03-13,53203.47987087452,0.0,0.0,11794.916857261313,53203.47987087452,2852.993736097776,3432.2803858022226,15343.117426661316
2025-03-14,54963.142296916965,0.0,0.0,60193.76155327366,54963.142296916965,3432.2803858022226,10669.982687312218,36244.577094653905
2025-03-15,37164.04380129553,0.0,0.0,38997.75634530658,37164.04380129553,10669.982687312218,7752.144202333332,28354.27396221564
2025-03-16,31339.79914865758,50031.35499897695,8327.167833713822,576.8540990481454,81371.15414763453,7752.144202333332,1200.0,13620.33860801404
2025-03-17,42879.57707276092,259.9288860532465,49.76141508466558,9124.929281224278,43139.50595881417,1200.0,1590.1809758144452,9844.65987703509
2025-03-18,46208.647701853435,0.0,0.0,8795.816551937563,46208.647701853435,1590.1809758144452,2629.7166441844456,7908.151986404231
2025-03-19,49045.631276709886,0.0,0.0,14495.530923028797,49045.631276709886,2629.7166441844456,3185.9382584570394,14042.228968995467
2025-03-20,50639.193318913436,0.0,0.0,13902.626727302475,50639.193318913436,3185.9382584570394,3482.7082725222194,17076.99074846914
2025-03-21,51881.22547149965,0.0,0.0,60313.88563530905,51881.22547149965,3482.7082725222194,10120.797309960373,34837.602135008245
2025-03-22,34716.15785640477,0.0,0.0,39558.85179909959,34716.15785640477,10120.797309960373,8134.526983831852,29215.129998727978
2025-03-23,28581.361914491812,45566.61566272653,7661.073920856674,0.0,74147.97757721835,8134.526983831852,1210.460376,12839.880282290007
2025-03-24,39780.042760587356,367.81337025559384,56.61401298999806,4256.727945583958,40147.85613084295,1210.460376,1250.714723736667,5358.725102540625
2025-03-25,44473.144880924774,0.0,0.0,6734.61619702263,44473.144880924774,1250.714723736667,2254.3932327425914,7310.109823522631
2025-03-26,47990.20415483391,0.0,0.0,17132.070984619335,47990.20415483391,2254.3932327425914,3059.9603922837027,17858.65623001934
2025-03-27,48769.802641098664,0.0,0.0,14890.150724398343,48769.802641098664,3059.9603922837027,3534.4371684644443,16170.345562365012
2025-03-28,49746.49590158285,0.0,0.0,58359.832021123424,49746.49590158285,3534.4371684644443,10462.290048978151,35231.144901666696
2025-03-29,33165.87796725151,0.0,0.0,45708.264380351015,33165.87796725151,10462.290048978151,8039.349414077036,27751.117563389704
2025-03-30,26257.69738378899,51540.04510205112,8573.798475433323,15.048917833333121,77797.7424858401,8039.349414077036,1200.0,13258.577573433333
2025-03-31,37125.65811285459,3823.1313175502164,568.5606561623304,1585.4932839119274,40948.7894304048,1200.0,1509.7673488644443,7913.839365707592
2025-04-01,42215.34202337104,0.0,0.0,4625.7792001028865,42215.34202337104,1509.7673488644443,2339.6646247618514,8602.979933279017
2025-04-02,46093.20885092621,0.0,0.0,9621.627887620165,46093.20885092621,2339.6646247618514,3012.1575228077777,7441.560281986833
2025-04-03,49076.69359161648,0.0,0.0,18730.631763498764,49076.69359161648,3012.1575228077777,3516.13747856074,18753.960083432095
2025-04-04,49143.17378190504,0.0,0.0,62350.25897812431,49143.17378190504,3516.13747856074,10456.660160318519,35293.851415629586
2025-04-05,31662.31710785044,0.0,0.0,39573.9783388148,31662.31710785044,10456.660160318519,7899.927404850373,27371.294694241973
2025-04-06,26408.198063500942,44519.04457400908,7231.619096216673,29.89334176666648,70927.24263751002,7899.927404850373,1219.169274,11516.14159455001
2025-04-07,36950.99189931597,0.0,0.0,4827.9358082456865,36950.99189931597,1219.169274,1503.9317380122225,8601.741124970378
