日期,正常购电成本,紧急购电成本,紧急购电量,弃电量,日总成本,日终计划SOC,日终实际SOC,实际再调度电量
2025-09-15,40813.66458846701,7.89360615000031,1.1717666666667128,3492.6669987181103,40821.558194617006,1200.0,1631.7039079466656,5082.783708348561
2025-09-16,45267.52232864282,0.0,0.0,3674.060386,45267.52232864282,1200.0,2247.7487247277754,5900.498894499998
2025-09-17,48977.13062557911,0.0,0.0,7439.747106700002,48977.13062557911,1200.0,3184.2517324044456,6568.662449133333
2025-09-18,51679.151338912605,0.0,0.0,9521.075832866667,51679.151338912605,1200.0,3662.655807611856,9453.730025866671
2025-09-19,52789.54167109312,0.0,0.0,41753.062084596495,52789.54167109312,1200.0,10800.0,21569.5832838035
2025-09-20,37317.19144153807,0.0,0.0,31629.50425159835,37317.19144153807,1200.0,8174.369418908891,16539.73849006831
2025-09-21,31723.180790054288,4680.4020980978385,985.8499722500039,82.14876833333278,36403.58288815213,1200.0,1232.93535855,7097.302165749996
2025-09-22,42389.270886984676,144.6011120136963,25.60079517299969,1787.6118887460923,42533.87199899837,1200.0,1283.26568913,3869.421450847578
2025-09-23,47721.921157971636,0.0,0.0,5368.235913762142,47721.921157971636,1200.0,2439.7404539474082,4532.715517137862
2025-09-24,51472.17343240698,0.0,0.0,8168.7201018333335,51472.17343240698,1200.0,3421.01355415889,7876.713137366664
2025-09-25,53363.57014050828,0.0,0.0,9400.283374500003,53363.57014050828,1200.0,3601.216376325187,10576.528966866666
2025-09-26,54166.86195559965,0.0,0.0,42259.186237075395,54166.86195559965,1200.0,10644.392421153705,21469.617400924595
2025-09-27,38616.98738427863,0.0,0.0,31362.00379524527,38616.98738427863,1200.0,7808.068496665927,16442.864669321396
2025-09-28,32994.17621443808,10601.070402264115,2163.3334778579974,88.95422490000021,43595.24661670219,1200.0,1200.0,6329.4319441753305
2025-09-29,44516.17455636205,564.8967686324005,90.53390246666675,2999.153383258436,45081.07132499445,1200.0,1507.9397542333327,3198.5382804748983
2025-09-30,49717.65952401329,186.4485065794007,27.595427600000107,4940.799089285598,49904.10803059269,1200.0,2594.548129787781,4395.6165713810715
2025-10-01,53683.519113874296,0.0,0.0,14909.558350927156,53683.519113874296,1200.0,5189.722437487038,15551.289909072846
2025-10-02,50513.27626549319,0.0,0.0,13928.79538693333,50513.27626549319,1200.0,5083.001139138891,11940.668067233339
2025-10-03,49420.950363161,0.0,0.0,47262.0741096465,49420.950363161,1200.0,10800.0,21113.319262853503
2025-10-04,33524.30022077511,0.0,0.0,28627.427849333333,33524.30022077511,1200.0,8358.952471685185,16657.07577273333
2025-10-05,28198.470222169555,7388.0581736491895,1504.9338685520006,0.0,35586.52839581874,1200.0,1232.7013436700001,4946.8424655479985
2025-10-06,39106.52414571425,0.0,0.0,666.6080973333328,39106.52414571425,1200.0,1428.01755045,3010.2743561666657
2025-10-07,44589.013924907034,0.0,0.0,5238.684509906586,44589.013924907034,1200.0,2809.3817871544475,4979.083167993418
2025-10-08,47679.0542928482,0.0,0.0,8199.709564833338,47679.0542928482,1200.0,3250.477518434815,8333.54801516667
2025-10-09,49741.04961411517,0.0,0.0,10663.335886233333,49741.04961411517,1200.0,3738.013533298519,9646.600547266666
2025-10-10,50459.535994522725,0.0,0.0,46995.833869713984,50459.535994522725,1200.0,10417.70861493815,20737.741310919344
2025-10-11,34602.10872637939,0.0,0.0,28748.671135320164,34602.10872637939,1200.0,8106.560829425927,16771.24210967983
2025-10-12,29231.604069553243,7915.96517902891,1727.6142188666654,0.0,37147.56924858215,1200.0,1212.141309,6729.185905433333
2025-10-13,40820.094295678966,0.0,0.0,2741.479169185599,40820.094295678966,1200.0,1538.409895332963,3712.0257246810725
2025-10-14,45581.34347245777,0.0,0.0,4153.020077851028,45581.34347245777,1200.0,2560.8644591918533,4313.213727382306
2025-10-15,49447.10818987645,0.0,0.0,5466.812887242386,49447.10818987645,1200.0,3401.118462401482,7625.770017190948
2025-10-16,52342.7845114517,0.0,0.0,6985.545307893004,52342.7845114517,1200.0,3923.2268526944454,9505.833818106994
2025-10-17,54152.443153098095,0.0,0.0,45007.53879517571,54152.443153098095,1200.0,10332.058885453704,20942.313769824294
2025-10-18,38140.436540701936,0.0,0.0,31746.515130723867,38140.436540701936,1200.0,8332.126237505556,17506.195638576133
2025-10-19,31409.312261475345,11835.586216191576,2303.7548672999983,207.1912504333336,43244.898477666924,1200.0,1200.0,7314.482159933334
2025-10-20,43978.22170370899,2305.605673619723,473.58041183999984,2316.094013706583,46283.82737732871,1200.0,1324.480077908889,2792.829813920083
2025-10-21,49840.52994264433,0.0,0.0,3848.574635666667,49840.52994264433,1200.0,2742.470481588884,4798.529092833334
2025-10-22,53597.73045691522,0.0,0.0,7392.462628599999,53597.73045691522,1200.0,3313.0608114829633,7886.589906133336
2025-10-23,56241.45947763458,0.0,0.0,9340.602667966667,56241.45947763458,1200.0,3929.2088684955584,11679.651950000003
2025-10-24,56533.08397132627,0.0,0.0,45007.39242821975,56533.08397132627,1200.0,10275.680170030375,21635.196792813582
2025-10-25,40237.388955472,0.0,0.0,31352.516682426758,40237.388955472,1200.0,8100.090620544815,17270.371534873244
2025-10-26,33655.22526246152,6356.4974547769925,1315.1629866666651,28.915791833333174,40011.72271723852,1200.0,1213.25181,5731.018591833335
2025-10-27,45399.67726612501,92.48526773333361,19.744933333333393,3293.9192853333325,45492.16253385834,1200.0,1391.130893904074,3899.2751631333354
2025-10-28,50556.81270317573,0.0,0.0,4207.579846099179,50556.81270317573,1200.0,2718.310635303335,5663.441572900823
2025-10-29,54004.51105858447,0.0,0.0,5197.228791899998,54004.51105858447,1200.0,3145.0608476559237,6677.509991366666
2025-10-30,57680.85564158585,0.0,0.0,9372.127145866667,57680.85564158585,1200.0,3872.861612349262,11774.431563166669
2025-10-31,57890.25425647211,0.0,0.0,40563.911602504115,57890.25425647211,1200.0,10510.500482712967,22099.104610495888
2025-11-01,42331.88429932121,0.0,0.0,31065.169581226022,42331.88429932121,1200.0,8318.937205565924,17569.938102407308
2025-11-02,35533.19716036564,10464.068791212045,2102.5351170199915,204.68607790000124,45997.26595157769,1200.0,1237.832598,6102.489950246672
2025-11-03,48065.252267813834,0.0,0.0,1197.5696848967066,48065.252267813834,1200.0,1585.903678101112,3154.6081372032945
2025-11-04,53628.44481662642,0.0,0.0,6519.476699333333,53628.44481662642,1200.0,2391.864436191481,6352.1337035666675
2025-11-05,56653.376671361984,0.0,0.0,6318.747063666667,56653.376671361984,1200.0,3398.390510031483,8455.230313666665
2025-11-06,59048.650781916236,0.0,0.0,7804.970061333333,59048.650781916236,1200.0,3690.328786306296,8931.986179633333
2025-11-07,60884.28777068926,0.0,0.0,45006.69845155185,60884.28777068926,1200.0,10466.877090725558,22189.890983848156
2025-11-08,43920.95819047386,0.0,0.0,31482.860681446095,43920.95819047386,1200.0,8209.49951591148,17960.272720420573
2025-11-09,36777.90735937869,8004.1964530776895,1569.7226741476666,176.15077083333324,44782.10381245638,1200.0,1200.0,7629.293048385665
2025-11-10,49582.96760220456,86.30769075839333,25.04537195166629,406.5043741666674,49669.27529296296,1200.0,1385.8371544240742,2790.699075048333
2025-11-11,56036.06755297106,0.0,0.0,5584.951497266667,56036.06755297106,1200.0,2542.2323978751865,6200.275991666669
2025-11-12,59208.1178948398,0.0,0.0,8648.350217100004,59208.1178948398,1200.0,3276.3113116351883,8186.098781633334
2025-11-13,61403.3146496144,0.0,0.0,7859.584499674481,61403.3146496144,1200.0,3738.0669295370353,10423.899291025515
2025-11-14,62482.101563037504,0.0,0.0,42247.1634167823,62482.101563037504,1200.0,10684.968905901113,22568.7983251177
2025-11-15,45901.648733021575,0.0,0.0,29895.336997902465,45901.648733021575,1200.0,8151.524912124075,17955.51049993086
2025-11-16,39272.45615709208,12180.455813299512,2615.1390103999984,380.6797563333341,51452.91197039159,1200.0,1200.0,6360.403353433332
2025-11-17,52155.55988472304,0.0,0.0,3039.792625642388,52155.55988472304,1200.0,1660.2479742559246,3175.301292190949
2025-11-18,57176.03768475855,0.0,0.0,3987.0012725999986,57176.03768475855,1200.0,2558.629677179258,6125.4093097333325
2025-11-19,60825.82844800303,0.0,0.0,7682.1209082341575,60825.82844800303,1200.0,3015.2255330729645,6909.089847699179
2025-11-20,63755.66315293638,0.0,0.0,8540.689688166665,63755.66315293638,1200.0,3798.1953755722225,10408.491819166666
2025-11-21,64566.725768205964,0.0,0.0,43524.18892321976,64566.725768205964,1200.0,10667.070532851849,22792.533512613572
2025-11-22,47414.315669596675,0.0,0.0,29866.56152557901,47414.315669596675,1200.0,8125.554090385183,18204.013341587655
2025-11-23,40673.187818909195,11267.237906288163,2399.6227780666654,325.4752215000001,51940.42572519736,1200.0,1200.0,5888.988176866667
2025-11-24,53192.20244155637,208.18771051836654,42.37741089999997,2425.351593655967,53400.39015207474,1200.0,1251.219296192592,4284.3019051107
2025-11-25,58433.93511357825,0.0,0.0,4750.780732000001,58433.93511357825,1200.0,2612.8183857518534,5397.7483090000005
2025-11-26,61894.044661225664,0.0,0.0,6451.5525507757175,61894.044661225664,1200.0,3477.396547633333,8141.864698090948
2025-11-27,64524.97020733773,0.0,0.0,8617.126696886424,64524.97020733773,1200.0,3905.5128675370383,10670.634055180248
2025-11-28,65423.742560568324,0.0,0.0,42642.810699766254,65423.742560568324,1200.0,10492.202486137036,22789.648817667075
2025-11-29,48799.12394671452,0.0,0.0,26131.963132704514,48799.12394671452,1200.0,8006.345910892591,18741.697207928817
2025-11-30,42740.401546718465,9673.876564274076,2060.219579999999,0.0,52414.27811099254,1200.0,1200.0,7275.616945666666
2025-12-01,55874.17531629126,3556.210588944266,727.1069605933322,1157.4418793333339,59430.385905235526,1200.0,1200.0,4232.93536014
2025-12-02,63779.98542613638,0.0,0.0,2584.532626967082,63779.98542613638,1200.0,2293.3936604451865,3583.1015493995874
2025-12-03,69157.81507596093,0.0,0.0,6019.080681133337,69157.81507596093,1200.0,3226.066498921483,7702.46875486667
2025-12-04,71953.96394365809,0.0,0.0,9486.209735566665,71953.96394365809,1200.0,3713.651797858888,8821.945744566665
2025-12-05,73356.38575873958,0.0,0.0,42574.248623285595,73356.38575873958,1200.0,10616.452347527777,23060.152933214405
2025-12-06,56489.32259263667,0.0,0.0,27249.835968925512,56489.32259263667,1200.0,8075.631393897408,19487.757808674487
2025-12-07,49754.285649587386,6927.46933692388,1464.9938343666663,212.14886353333384,56681.75498651127,1200.0,1218.224325,6003.5575740333325
2025-12-08,62445.35612051733,0.0,0.0,1943.9740015876598,62445.35612051733,1200.0,1711.0826456688908,3501.884733245677
2025-12-09,67807.4673961606,0.0,0.0,6171.032779066667,67807.4673961606,1200.0,2555.1947521077777,5777.560159366667
2025-12-10,71183.81044709493,0.0,0.0,6649.423384880246,71183.81044709493,1200.0,3215.1117258777795,8651.107492953086
2025-12-11,73527.79755502117,0.0,0.0,10322.534132363791,73527.79755502117,1200.0,3912.0066126314837,10827.387109769546
2025-12-12,73730.16266939475,0.0,0.0,41049.270336989306,73730.16266939475,1200.0,10560.937302748149,22895.12548394403
2025-12-13,57212.73082499271,0.0,0.0,28175.5914952605,57212.73082499271,1200.0,8232.662000929631,19678.393179606173
2025-12-14,50232.77309648306,7495.298816666802,1651.6267490000002,93.1022591666673,57728.07191314986,1200.0,1200.0,5793.735606200001
2025-12-15,63040.41100441701,0.0,0.0,1946.8300825884799,63040.41100441701,1200.0,1562.5136145555562,2993.5161167448523
2025-12-16,68710.00270645315,0.0,0.0,5349.541808700004,68710.00270645315,1200.0,2507.9865103914835,5701.058372666669
2025-12-17,72129.07361745107,0.0,0.0,7915.599165800004,72129.07361745107,1200.0,3317.201908329261,9089.397721666668
2025-12-18,73971.95233068068,0.0,0.0,10940.92152317367,73971.95233068068,1200.0,3836.803148094817,9591.142685159672
2025-12-19,74587.4894597131,0.0,0.0,42961.89641298848,74587.4894597131,1200.0,10339.322228056668,22816.992149011516
2025-12-20,57623.25455701037,0.0,0.0,28999.504939626742,57623.25455701037,1200.0,8156.1311492111145,20020.962992873247
2025-12-21,50101.18493981,8391.539439166354,1742.4273533426663,13.583115166666516,58492.72437897636,1200.0,1206.2440049999998,6494.910204057331
2025-12-22,62961.41547152964,241.67984930186577,50.44210579999981,2344.3954358925957,63203.095320831504,1200.0,1446.7316736422224,3086.8705726074086
2025-12-23,68596.3604018607,0.0,0.0,6267.392331733339,68596.3604018607,1200.0,2675.0200786325945,6657.663355966668
2025-12-24,71285.54863612275,0.0,0.0,7637.763772499999,71285.54863612275,1200.0,3217.61309110704,8561.8037424
2025-12-25,73646.72465357458,0.0,0.0,8543.804751744854,73646.72465357458,1200.0,3864.0984345074066,10726.561348421808
2025-12-26,74326.39956991971,0.0,0.0,42098.577823557614,74326.39956991971,1200.0,10770.715976736676,23231.059818375725
2025-12-27,57320.35871583688,0.0,0.0,28672.57028340824,57320.35871583688,1200.0,8247.979512522967,19685.219307158422
2025-12-28,50156.80192498376,6658.966381610997,1341.642160933332,309.6665396666665,56815.76830659476,1200.0,1209.67794,5770.512477033328
2025-12-29,62320.61116151344,166.37925502824586,56.36678704566648,2306.773311600001,62486.99041654169,1200.0,1245.4211255133332,3477.8263578209994
2025-12-30,67718.06974684591,0.0,0.0,6638.348616999999,67718.06974684591,1200.0,2589.973884611114,6152.697259666669
2025-12-31,70433.814232712,0.0,0.0,7084.331887848968,70433.814232712,1200.0,2939.054072822965,7258.705550317698
