日期,时间段,充电kWh,放电kWh,0点储电kWh,24点储电kWh
2025-03-20,0:00-4:00,8113.918038502561,132.05316666666658,2065.6319343476953,2156.1851378570373
2025-03-20,4:00-8:00,2626.7009423498484,4452.606302366927,2065.6319343476953,2156.1851378570373
2025-03-20,8:00-12:00,5922.4489597851625,2777.3772166666668,2065.6319343476953,2156.1851378570373
2025-03-20,12:00-16:00,2445.1922164249854,392.14461883990157,2065.6319343476953,2156.1851378570373
2025-03-20,16:00-20:00,247.69577826647512,5538.359997917942,2065.6319343476953,2156.1851378570373
2025-03-20,20:00-24:00,785.522133333333,2940.5580500000005,2065.6319343476953,2156.1851378570373
2025-06-21,0:00-4:00,1284.8756839996051,197.37939166666678,2854.5734041632013,3481.3876006409773
2025-06-21,4:00-8:00,1266.0946281666668,1870.662080098276,2854.5734041632013,3481.3876006409773
2025-06-21,8:00-12:00,8830.419079337506,0.0,2854.5734041632013,3481.3876006409773
2025-06-21,12:00-16:00,0.0,0.0,2854.5734041632013,3481.3876006409773
2025-06-21,16:00-20:00,165.11678310707617,5188.286933418185,2854.5734041632013,3481.3876006409773
2025-06-21,20:00-24:00,1275.6812311666665,2565.510616666667,2854.5734041632013,3481.3876006409773
2025-09-23,0:00-4:00,8949.12634696527,30.508716666666714,1735.358282695024,2119.0402048524284
2025-09-23,4:00-8:00,1518.3698360878125,5374.2379132175265,1735.358282695024,2119.0402048524284
2025-09-23,8:00-12:00,6293.081100000001,1896.6157166666667,1735.358282695024,2119.0402048524284
2025-09-23,12:00-16:00,2872.2511296539906,570.7949918885613,1735.358282695024,2119.0402048524284
2025-09-23,16:00-20:00,176.7369684314852,5620.965729166666,1735.358282695024,2119.0402048524284
2025-09-23,20:00-24:00,945.7875166666672,2973.399049674479,1735.358282695024,2119.0402048524284
2025-12-21,0:00-4:00,8861.529799764186,3.1030499999999392,2165.5969492122326,2289.713362706492
2025-12-21,4:00-8:00,1462.0854818930075,1399.5422112737642,2165.5969492122326,2289.713362706492
2025-12-21,8:00-12:00,6366.813295608405,5984.198364422146,2165.5969492122326,2289.713362706492
2025-12-21,12:00-16:00,4735.20289091153,2196.95511871857,2165.5969492122326,2289.713362706492
2025-12-21,16:00-20:00,17.925925925925792,5542.1418273308245,2165.5969492122326,2289.713362706492
2025-12-21,20:00-24:00,882.1264666666659,2846.1585833333334,2165.5969492122326,2289.713362706492
