日期,正常费,调整费,紧急费,总费用,紧急电量,未利用供给,日初电量,日末电量,预测方法
2025-01-26,66650.50111844786,0.0,7.626681508554612e-13,66650.50111844786,1.7053025658242404e-13,10822.05304023024,4783.918976873284,3098.060267312473,weekly
2025-01-27,68062.18374829742,0.0,1.0429630492581054e-12,68062.18374829742,2.2737367544323206e-13,15872.88824437009,3098.060267312473,2860.2026520699933,weekly
2025-01-28,66767.44100170932,0.0,7.20945081411628e-13,66767.44100170932,1.7053025658242404e-13,11135.84063134795,2860.2026520699933,2776.1509861603176,weekly
2025-01-29,67831.66604738889,0.0,9.061551509148558e-13,67831.66604738889,1.9895196601282805e-13,17741.19943567999,2776.1509861603176,3345.818535813759,weekly
2025-01-30,64730.83547525809,0.0,7.677712658346603e-13,64730.83547525809,1.7906374083151433e-13,11528.42937162757,3345.818535813759,3118.9800460722195,weekly
2025-01-31,30454.457517522555,0.0,4.0378722587774975e-13,30454.457517522555,1.1368683772161603e-13,13139.18443211345,3118.9800460722195,3156.1492838111103,weekly
2025-02-01,29942.169434429394,0.0,3.243201263103401e-13,29942.169434429394,8.526512829121202e-14,16794.170897775726,3156.1492838111103,3488.2298388055588,weekly
2025-02-02,61989.824082266605,0.0,8.501083023290669e-13,61989.824082266605,1.8918216602645255e-13,13470.715329558834,3488.2298388055588,3237.48496382963,weekly
2025-02-03,61053.62621562262,0.0,3.095948033528251e-13,61053.62621562262,6.49910084516564e-14,10211.025683805117,3237.48496382963,3217.3849369592594,weekly
2025-02-04,61600.01036228822,0.0,7.503331289626659e-13,61600.01036228822,2.2737367544323206e-13,9748.436310965644,3217.3849369592594,3193.8470362296302,weekly
2025-02-05,61796.46118594861,0.0,2.6500401872908696e-13,61796.46118594861,1.1368683772161603e-13,10805.446117227802,3193.8470362296302,3099.3193774444467,weekly
2025-02-06,62670.46663464804,0.0,1.2904592949780635e-12,62670.46663464804,2.8421709430404007e-13,12170.167046261531,3099.3193774444467,3230.514785962964,weekly
2025-02-07,29427.729966100796,0.0,0.0,29427.729966100796,0.0,18637.50518261661,3230.514785962964,3210.861998273701,weekly
