日期,时间段,紧急购电kWh,紧急费元
2025-03-20,9:20-10:00,124.43336396453213,602.0434695946476
2025-03-20,20:30-20:40,140.27722894018257,978.5739490867136
2025-03-20,21:10-21:50,65.46434598849044,310.63436382980177
2025-06-21,无紧急购电,0.0,0.0
2025-09-23,20:20-20:30,6.375,42.9961875
2025-09-23,21:20-21:40,53.27638804169919,249.8016724124145
2025-12-21,7:50-8:00,23.820484294349626,138.3612830237298
2025-12-21,20:30-20:40,124.9978761390721,871.985183946167
