日期,时间段,紧急购电kWh,紧急费元
2025-03-20,9:20-10:00,124.43336396453213,623.7150266495603
2025-03-20,20:30-20:40,140.27722894018257,927.7935922103675
2025-03-20,21:10-21:50,65.46434598849044,321.6974297292904
2025-06-21,无紧急购电,0.0,0.0
2025-09-23,21:00-21:40,56.534159955624204,283.923231178088
2025-12-21,7:50-8:00,23.820484294349626,167.4937353157194
2025-12-21,20:30-20:40,124.9978761390721,975.9834168938751
